AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,Subprogram,InitialInterestRate,FixedOrVariableInterestInd,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,RevolverStatus,JobsSupported,SoldSecMrktInd
12/31/2024,7A,Scarlet Oak Enterprises LLC,3122 FINCHER FARM RD,MATTHEWS,NC,28105,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,401000,300750,8/29/2024,2024,NA,PLP,Guaranty,11.5,V,120,492110,Couriers,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,09,CORPORATION,Change of Ownership,CANCLD,NA,NA,0,0,4,NA
12/31/2024,7A,Greenwave,114 N ELM ST,GREENSBORO,NC,27401,Bank of Oak Ridge,35365,None,2211 Oak Ridge Rd,OAK RIDGE,NC,27310,1500000,1125000,8/29/2024,2024,10/16/2024,PLP,Guaranty,11,V,120,541512,Computer Systems Design Services,NA,NA,GUILFORD,NC,NORTH CAROLINA DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,27,NA
12/31/2024,7A,Fulkrem Ventures LLC,1611 Jones Franklin Rd Ste 105,RALEIGH,NC,27606,"JPMorgan Chase Bank, National Association",628,None,1111 Polaris Pkwy,COLUMBUS,OH,43240,30000,15000,8/29/2024,2024,9/18/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,812199,Other Personal Care Services,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,13,NA
12/31/2024,7A,Sigma Ventures LLC,890 SHINN FARM RD,MOORESVILLE,NC,28115,First National Bank of Pennsylvania,7888,None,166 Main St,GREENVILLE,PA,16125,1500000,1125000,8/29/2024,2024,9/6/2024,PLP,Guaranty,10,V,120,238390,Other Building Finishing Contractors,NA,NA,ROWAN,NC,NORTH CAROLINA DISTRICT OFFICE,10,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,3,NA
12/31/2024,7A,RIYALOCEAN INVESTMENTS LLC,"230 S Tryon St, Unit 1105",Charlotte,NC,28202,Northeast Bank,19690,None,35 Canal St,LEWISTON,ME,04240,20800,17680,8/29/2024,2024,9/20/2024,PLP,Guaranty,11.25,V,120,485320,Limousine Service,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,Lucky13 LLC,1150 Carl D. Silver Parkway,FREDERICKSBURG,VA,22401,First Business Bank,15229,None,401 Charmany Dr,MADISON,WI,53719,335000,251250,8/29/2024,2024,10/18/2024,PLP,Guaranty,11.25,V,120,722513,Limited-Service Restaurants,S6513,Paris Banh Mi - Product License and Sales Agreement,FREDERICKSBURG CITY,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,8,Y
12/31/2024,7A,302 Quist LLC dba Dryer Vent W,5616 Kirkwood Hwy,Wilmington,DE,19808,Dogwood State Bank,57095,None,5401 Six Forks Rd,RALEIGH,NC,27609,582500,436875,8/29/2024,2024,9/19/2024,PLP,Guaranty,11.25,V,120,238390,Other Building Finishing Contractors,S0525,Dryer Vent Wizard,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,3,Y
12/31/2024,7A,AD INTERACTIVE LLC,21 Fairfax Drive,HUNTINGTON,WV,25705,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,150000,127500,8/29/2024,2024,10/25/2024,PLP,Guaranty,10.5,V,120,541810,Advertising Agencies,NA,NA,CABELL,WV,WEST VIRGINIA DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,NA
12/31/2024,7A,SNAP CPAP LLC,45 N Chatham Pkwy,Chapel Hill,NC,27517,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,983000,737250,8/29/2024,2024,NA,PLP,Guaranty,11.5,V,120,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesal",NA,NA,ORANGE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,5,NA
12/31/2024,7A,Relya-gistics LLC,2300 W. Meadowview Rd Ste 214,Greensboro,NC,27407,Northeast Bank,19690,None,35 Canal St,LEWISTON,ME,04240,17700,15045,8/29/2024,2024,9/13/2024,PLP,Guaranty,11.25,V,120,492110,Couriers,NA,NA,GUILFORD,NC,NORTH CAROLINA DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,Knockout Sports Club LLC,104 Kari Ct,RISING SUN,MD,21911,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,8/29/2024,2024,9/27/2024,PLP,Guaranty,15,V,120,713940,Fitness and Recreational Sports Centers,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,APOGEE INTEGRATION LLC,4411 RENO RD,WASHINGTON,DC,20008,"Capital One, National Association",4297,None,1680 Capital One Dr,MCLEAN,VA,22102,4840000,3630000,8/29/2024,2024,10/18/2024,PLP,Guaranty,6.55,F,120,541511,Custom Computer Programming Services,NA,NA,DISTRICT OF COLUMBIA,DC,WASHINGTON DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,NMC Holdings LLC,216 NEWHALL PL SW,LEESBURG,VA,20175,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,255000,191250,2/27/2024,2024,3/4/2024,PLP,Guaranty,11.25,V,120,238990,All Other Specialty Trade Contractors,S0659,Floor Coverings International,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,8,NA
12/31/2024,7A,Triumph Acquisitions 3 LLC,14650 SOUTHLAWN LN,ROCKVILLE,MD,20850,Byline Bank,20624,None,"180 N LaSalle St, Ste 300",CHICAGO,IL,60601,1425000,1068750,2/27/2024,2024,3/1/2024,PLP,Guaranty,11.25,F,120,713990,All Other Amusement and Recreation Industries,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,06,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,41,Y
12/31/2024,7A,BR Nails Spa LLC,1921 S LOUDOUN ST,WINCHESTER,VA,22601,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,158000,118500,2/27/2024,2024,4/16/2024,PLP,Guaranty,10.75,V,120,812113,Nail Salons,NA,NA,WINCHESTER CITY,VA,RICHMOND DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,Y
12/31/2024,7A,Banh Mi Brothers,230 E W.T. Harris Blvd suite a,Charlotte,NC,28262,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,25000,21250,2/27/2024,2024,2/29/2024,PLP,Guaranty,15,V,120,722511,Full-Service Restaurants,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,12,Y
12/31/2024,7A,NMC Holdings LLC,216 NEWHALL PL SW,LEESBURG,VA,20175,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,50000,25000,2/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.25,V,120,238990,All Other Specialty Trade Contractors,S0659,Floor Coverings International,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,1,8,NA
12/31/2024,7A,Carolinas Heating and Cooling,3128 OLD HOUSE CIR,MATTHEWS,NC,28105,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,25000,12500,2/27/2024,2024,3/8/2024,SBA Express,FA$TRK (Small Loan Express),14.3,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,09,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,2,NA
12/31/2024,7A,Peak Towing and Transport LLC,2529 Schieffelin Rd,APEX,NC,27502,Bank of Oak Ridge,35365,None,2211 Oak Ridge Rd,OAK RIDGE,NC,27310,498000,373500,2/27/2024,2024,4/12/2024,PLP,Guaranty,10.75,V,120,811111,General Automotive Repair,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,3,NA
12/31/2024,7A,National League of Junior Coti,1808 Armstrong Park Drive,Gastonia,NC,28054,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,2/27/2024,2024,2/28/2024,PLP,Guaranty,15,V,120,611710,Educational Support Services,NA,NA,GASTON,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,Kevin L. Young Corporation,9414 Fairfax Blvd,FAIRFAX,VA,22031,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,625500,469125,2/27/2024,2024,NA,PLP,Guaranty,11.25,V,120,722513,Limited-Service Restaurants,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,11,CORPORATION,"Startup, Loan Funds will Open Business",CANCLD,NA,NA,0,0,7,NA
12/31/2024,7A,Blackbird Brewery LLC,3608 Rogers Branch Rd.,WAKE FOREST,NC,27587,Bank of Oak Ridge,35365,None,2211 Oak Ridge Rd,OAK RIDGE,NC,27310,515000,386250,2/27/2024,2024,3/15/2024,PLP,Guaranty,10.5,V,122,722513,Limited-Service Restaurants,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,28,NA
12/31/2024,7A,Cutting it Close Hauling and T,11143 LAKESHORE DR,RALEIGH,NC,27613,Fifth Third Bank,6672,None,38 Fountain Sq Plz,CINCINNATI,OH,45263,100000,50000,2/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.35,V,120,484220,"Specialized Freight (except Used Goods) Trucking, Local",NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,1,10,NA
12/31/2024,7A,Morgantown Transport LLC,1405 Sabraton Ave,MORGANTOWN,WV,26505,"Clear Mountain Bank, Inc.",2443,None,Morgantown St,BRUCETON MILLS,WV,26525,18400,9200,2/27/2024,2024,2/29/2024,SBA Express,FA$TRK (Small Loan Express),9.1,F,48,485991,Special Needs Transportation,NA,NA,MONONGALIA,WV,WEST VIRGINIA DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,4,NA
12/31/2024,7A,BCKingsbury PLLC,0 Emmas Grove Road,FAIRVIEW,NC,28730,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,3300000,2475000,2/27/2024,2024,3/18/2024,PLP,Guaranty,8.99,F,312,621210,Offices of Dentists,NA,NA,BUNCOMBE,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,5,NA
12/31/2024,7A,Kevin L. Young Corporation,9414 Fairfax Blvd,FAIRFAX,VA,22031,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,30000,15000,2/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.25,V,120,722513,Limited-Service Restaurants,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,11,CORPORATION,"Startup, Loan Funds will Open Business",CANCLD,NA,NA,0,1,7,NA
12/31/2024,7A,Gooch Foods LLC,200 Lake Ridge Drive,Forest,VA,24551,Select Bank,58563,None,211 Gristmill Dr,FOREST,VA,24551,60000,51000,2/27/2024,2024,NA,OTH 7A,Guaranty,12.5,V,120,722330,Mobile Food Services,NA,NA,BEDFORD,VA,RICHMOND DISTRICT OFFICE,05,CORPORATION,"Startup, Loan Funds will Open Business",CANCLD,NA,NA,0,0,3,NA
12/31/2024,7A,Dogwood Family Campground LLC,101 HAPPY CAMPER WAY,NEWPORT,NC,28570,First Bank,15019,None,205 SE Broad St,SOUTHERN PINES,NC,28387,109500,93075,2/27/2024,2024,3/4/2024,PLP,Guaranty,11.5,V,120,721211,RV (Recreational Vehicle) Parks and Campgrounds,NA,NA,CARTERET,NC,NORTH CAROLINA DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,3,Y
12/31/2024,7A,Paneri Incorporated,11735 ROBIN WOODS CIR,SPOTSYLVANIA,VA,22551,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,25000,12500,2/27/2024,2024,3/12/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,492210,Local Messengers and Local Delivery,NA,NA,SPOTSYLVANIA,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,NATIVE HUT LLC,2228 COCQUINA DR,RESTON,VA,20191,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,15000,7500,2/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),14.5,V,120,711510,"Independent Artists, Writers, and Performers",NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,11,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,0,NA
12/31/2024,7A,Stephen Anthony Consulting Inc,260 international Drive NW,CONCORD,NC,28027,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,500000,375000,2/27/2024,2024,3/27/2024,PLP,Guaranty,11.5,V,120,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,NA,NA,CABARRUS,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,3,Y
12/31/2024,7A,EVOLUTION HAIR SALON LLC,4305 OLD MONROE RD,INDIAN TRAIL,NC,28079,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,20000,10000,7/29/2024,2024,8/20/2024,SBA Express,FA$TRK (Small Loan Express),12.4,V,120,812112,Beauty Salons,NA,NA,UNION,NC,NORTH CAROLINA DISTRICT OFFICE,09,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,LONEWOLF LOGISTICS L.C.,2101 WASHINGTON OVERLOOK DR,FORT WASHINGTON,MD,20744,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,10000,5000,7/29/2024,2024,9/30/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,484121,"General Freight Trucking, Long Distance, Truckload",NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,7,NA
12/31/2024,7A,LONEWOLF LOGISTICS L.C.,2101 WASHINGTON OVERLOOK DR,FORT WASHINGTON,MD,20744,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,120000,60000,7/29/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.25,V,60,484121,"General Freight Trucking, Long Distance, Truckload",NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,7,NA
12/31/2024,7A,Big Boy Tacos LLC,30265 CHARLOTTE HALL RD,CHARLOTTE HALL,MD,20622,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,25000,12500,7/29/2024,2024,8/31/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,722513,Limited-Service Restaurants,NA,NA,SAINT MARYS,MD,BALTIMORE DISTRICT OFFICE,05,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,3,NA
12/31/2024,7A,Georgia Leith Skincare Studio,7500 Old Georgetown Road,BETHESDA,MD,20814,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,200000,150000,3/12/2024,2024,5/29/2024,PLP,Guaranty,11.25,V,120,812199,Other Personal Care Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,7,NA
12/31/2024,7A,Going Home Cremation and Funer,170 ROLLINS AVE,ROCKVILLE,MD,20852,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,4645000,1904450,3/12/2024,2024,3/22/2024,PLP,Guaranty,8.9,V,303,812210,Funeral Homes and Funeral Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,Fab Five and Funtime LLC,11203 Smokethorn Dr NW,CONCORD,NC,28027,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,20000,10000,3/12/2024,2024,5/20/2024,SBA Express,FA$TRK (Small Loan Express),10.75,V,120,561520,Tour Operators,S3428,Pedal Pub,CABARRUS,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,MBES Hospitality LLC,7135 Pocahontas Trl,Williamsburg,VA,23185,GBank,58626,None,"9115 W Russell Rd, Ste 110",LAS VEGAS,NV,89148,5000000,3750000,3/12/2024,2024,3/15/2024,PLP,Guaranty,10,V,300,721110,Hotels (except Casino Hotels) and Motels,S0431,Country Inn & SuitesÂ by Radisson,JAMES CITY,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,25,Y
12/31/2024,7A,Lotus and Lila Inc.,108 142nd St.,Ocean City,MD,21842,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,120000,90000,3/12/2024,2024,4/19/2024,PLP,Guaranty,10.75,V,60,713940,Fitness and Recreational Sports Centers,NA,NA,HARFORD,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,NA
12/31/2024,7A,1st Force LLC,1333 Loop Road,BUNNLEVEL,NC,28323,Meridian Bank,57777,None,9 Old Lincoln Hwy,MALVERN,PA,19355,425000,318750,3/12/2024,2024,7/23/2024,PLP,Guaranty,10.5,V,120,713990,All Other Amusement and Recreation Industries,NA,NA,HARNETT,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,6,Y
12/31/2024,7A,Glen Burnie Collision Center,701 Crain Hwy. NE,GLEN BURNIE,MD,21061,Woori America Bank,24920,None,330 5th Avenue 3fl,New York,NY,10001,467000,350250,3/12/2024,2024,4/26/2024,PLP,Guaranty,9.5,V,300,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,6,Y
12/31/2024,7A,5543 Harford Road LLC and MCP,5543 HARFORD RD,BALTIMORE,MD,21214,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,40000,34000,3/13/2024,2024,NA,PLP,Guaranty,10.75,V,48,611610,Fine Arts Schools,NA,NA,BALTIMORE CITY,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,1,NA
12/31/2024,7A,IT Veterans LLC,590 Herndon Pkwy Suite 350,Herndon,VA,20170,John Marshall Bank,58243,None,"1943 Isaac Newton Sq, Ste 100",RESTON,VA,20190,500000,375000,3/13/2024,2024,3/27/2024,PLP,Guaranty,11.5,V,120,541611,Administrative Management and General Management Consulting Services,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,60,Y
12/31/2024,7A,HAYSTACK GLEN FARM LLC,12200 MARC LN,GLEN ARM,MD,21057,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,25000,12500,3/13/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),13,V,120,112310,Chicken Egg Production,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,1,NA
12/31/2024,7A,BELLA LANDSCAPE SERVICES LLC,2035 LIMESTONE RD,WILMINGTON,DE,19808,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,25000,12500,3/13/2024,2024,4/29/2024,SBA Express,FA$TRK (Small Loan Express),14.3,V,120,561730,Landscaping Services,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,DW FORKEN GOOD LLC,3517 OLD CAPITOL TRAIL,WILMINGTON,DE,19808,"Fulton Bank, National Association",7551,None,One Penn Sq,LANCASTER,PA,17602,1453000,1089750,3/13/2024,2024,4/24/2024,PLP,Guaranty,11,V,300,722511,Full-Service Restaurants,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,40,Y
12/31/2024,7A,MARKET XCEL DATA MATRIX INC.,5741 CLEVELAND ST STE 120,VIRGINIA BEACH,VA,23462,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,30000,15000,3/13/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),13,V,120,541613,Marketing Consulting Services,NA,NA,VIRGINIA BEACH CITY,VA,RICHMOND DISTRICT OFFICE,02,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,3,NA
12/31/2024,7A,Tiger Global Group LLC,316 ROGER CHAFFEE SQ,BEAR,DE,19701,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,25000,12500,3/13/2024,2024,5/24/2024,SBA Express,FA$TRK (Small Loan Express),14.3,V,120,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,OLD LINE GRILL LLC,34 N MAIN ST,BEL AIR,MD,21014,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,10000,5000,3/13/2024,2024,4/30/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,722330,Mobile Food Services,NA,NA,HARFORD,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,PORTAL TRANSPORT LTD. LIABILIT,3983 ELIZABETH GLEN WAY,JAMESTOWN,NC,27282,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,10000,5000,3/13/2024,2024,4/28/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,484121,"General Freight Trucking, Long Distance, Truckload",NA,NA,GUILFORD,NC,NORTH CAROLINA DISTRICT OFFICE,06,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,PGC Enterprises LLC,16706 BROADFORDING RD,HAGERSTOWN,MD,21740,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,360000,270000,3/13/2024,2024,3/21/2024,PLP,Guaranty,11,V,120,561730,Landscaping Services,NA,NA,WASHINGTON,MD,BALTIMORE DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,3,NA
12/31/2024,7A,RAVIREEMA LLC,74 Sawmill Village Ln,Franklin,NC,28734,"Lendistry SBLC, LLC",None,None,767 South Alameda Street,Los Angeles,CA,90021,229000,171750,3/13/2024,2024,5/10/2024,PLP,Guaranty,11.5,V,120,811111,General Automotive Repair,S1101,Meineke Car Care Center,MACON,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,8,Y
12/31/2024,7A,Kind Kids Early Learning Cente,725 WALKER RD,DOVER,DE,19904,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,144000,122400,3/13/2024,2024,3/18/2024,PLP,Guaranty,13.25,V,120,624410,Child Day Care Services,NA,NA,KENT,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,R+M Inc.,15100 WESTON PKWY,CARY,NC,27513,The Fidelity Bank,11507,None,100 S Main St,FUQUAY VARINA,NC,27526,1815000,1361250,3/13/2024,2024,3/28/2024,PLP,Guaranty,10.5,V,120,541613,Marketing Consulting Services,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,15,Y
12/31/2024,7A,Symphonic Strategies Inc.,14919 Notley Rd,SILVER SPRING,MD,20905,"Bank of America, National Association",3510,None,"100 N Tryon St, Ste 170",CHARLOTTE,NC,28202,330000,165000,3/13/2024,2024,3/26/2024,SBA Express,FA$TRK (Small Loan Express),11.25,V,120,541611,Administrative Management and General Management Consulting Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,11,NA
12/31/2024,7A,Mt. Airy Inn,1401 S Main St,MOUNT AIRY,MD,21771,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,600000,450000,3/13/2024,2024,4/25/2024,PLP,Guaranty,11.5,V,120,722511,Full-Service Restaurants,NA,NA,FREDERICK,MD,BALTIMORE DISTRICT OFFICE,07,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,116,Y
12/31/2024,7A,Brothers Craft Brewing LLC,800 N Main St,Harrisonburg,VA,22802,"SouthState Bank, National Association",33555,None,1101 First St South,WINTER HAVEN,FL,33880,100000,85000,3/13/2024,2024,3/15/2024,PLP,Guaranty,11.25,V,120,312120,Breweries,NA,NA,HARRISONBURG CITY,VA,RICHMOND DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
